Close,MA_50,MA_20,EMA_10,RSI,BB_Upper,BB_Lower,Daily_Return,Volatility,Day_of_Week,Month
-0.8072198055072306,-0.7906713939316449,-0.8037301640865203,-0.8050442504147102,-0.1675375886366613,-0.8273655969845579,-0.7698636708672408,-1.845663836583272,-0.887916274808408,-0.7410639029580892,-1.616579470317674
-0.8278417825389799,-0.7906713939316449,-0.8037301640865203,-0.8088552611958996,-0.1675375886366613,-0.8273655969845579,-0.7698636708672408,-1.845663836583272,-0.887916274808408,-0.024629689834384252,-1.616579470317674
-0.8088051083103874,-0.7906713939316449,-0.8037301640865203,-0.8084553194398607,-0.1675375886366613,-0.8273655969845579,-0.7698636708672408,1.6414633829394523,-0.887916274808408,0.6918045232893207,-1.616579470317674
-0.8105600383392756,-0.7906713939316449,-0.8037301640865203,-0.8084524113442048,-0.1675375886366613,-0.8273655969845579,-0.7698636708672408,-0.23582393998886184,-0.887916274808408,1.4082387364130258,-1.616579470317674
-0.8015635986062607,-0.7906713939316449,-0.8037301640865203,-0.8067874596432368,-0.1675375886366613,-0.8273655969845579,-0.7698636708672408,0.6900162723317131,-0.887916274808408,-1.4574981160817941,-1.616579470317674
-0.8051321662088583,-0.7906713939316449,-0.8037301640865203,-0.8060847097402146,-0.1675375886366613,-0.8273655969845579,-0.7698636708672408,-0.3851098010973307,-0.887916274808408,-0.7410639029580892,-1.616579470317674
-0.8039056787432302,-0.7906713939316449,-0.8037301640865203,-0.8052830735341056,-0.1675375886366613,-0.8273655969845579,-0.7698636708672408,0.018735600294065475,-0.887916274808408,-0.024629689834384252,-1.616579470317674
-0.812556343729427,-0.7906713939316449,-0.8037301640865203,-0.8062258613781539,-0.1675375886366613,-0.8273655969845579,-0.7698636708672408,-0.8168426711552007,-0.887916274808408,0.6918045232893207,-1.616579470317674
-0.8214483840768868,-0.7906713939316449,-0.8037301640865203,-0.8086405122426135,-0.1675375886366613,-0.8273655969845579,-0.7698636708672408,-0.8561364601656446,-0.887916274808408,1.4082387364130258,-1.616579470317674
-0.8171230391404767,-0.7906713939316449,-0.8037301640865203,-0.8098167973712639,-0.1675375886366613,-0.8273655969845579,-0.7698636708672408,0.2995353115394205,-0.887916274808408,-0.7410639029580892,-1.616579470317674
-0.808237519088372,-0.7906713939316449,-0.8037301640865203,-0.8091371384569997,-0.1675375886366613,-0.8273655969845579,-0.7698636708672408,0.6952431226853352,-0.887916274808408,-0.024629689834384252,-1.616579470317674
-0.795144094076123,-0.7906713939316449,-0.8037301640865203,-0.8061613448683387,-0.1675375886366613,-0.8273655969845579,-0.7698636708672408,1.0355990900976937,-0.887916274808408,0.6918045232893207,-1.616579470317674
-0.7991889169925148,-0.7906713939316449,-0.8037301640865203,-0.8044741015516399,-0.1675375886366613,-0.8273655969845579,-0.7698636708672408,-0.41908938403175305,-0.887916274808408,1.4082387364130258,-1.616579470317674
-0.8007350731369165,-0.7906713939316449,-0.8037301640865203,-0.803379364607826,-0.1675375886366613,-0.8273655969845579,-0.7698636708672408,-0.21435858089742493,-0.887916274808408,-1.4574981160817941,-1.616579470317674
-0.8064238815146627,-0.7906713939316449,-0.8037301640865203,-0.8035349816847931,-0.32255088526480274,-0.8273655969845579,-0.7698636708672408,-0.5621058024287602,-0.887916274808408,-0.7410639029580892,-1.616579470317674
-0.8199283091139064,-0.7906713939316449,-0.8037301640865203,-0.8061579684319644,-0.12592141033979654,-0.8273655969845579,-0.7698636708672408,-1.2354812416388667,-0.887916274808408,-0.024629689834384252,-1.616579470317674
-0.8164511003061532,-0.7906713939316449,-0.8037301640865203,-0.807661448603826,-0.5899148860388895,-0.8273655969845579,-0.7698636708672408,0.22267208892235865,-0.887916274808408,0.6918045232893207,-1.616579470317674
-0.8180494437000206,-0.7906713939316449,-0.8037301640865203,-0.8091869479845922,-0.585290503743876,-0.8273655969845579,-0.7698636708672408,-0.2254736123652921,-0.887916274808408,1.4082387364130258,-1.616579470317674
-0.811597312806483,-0.7906713939316449,-0.8037301640865203,-0.8092427083307837,-0.6773334220151871,-0.8273655969845579,-0.7698636708672408,0.48302212616597456,-0.887916274808408,-1.4574981160817941,-1.3211624163368572
-0.803253275908349,-0.7906713939316449,-0.8037301640865203,-0.8077463243224947,-0.283694017949712,-0.8273655969845579,-0.7698636708672408,0.6359486520207416,-0.887916274808408,-0.7410639029580892,-1.3211624163368572
